day;delta;algorithm;avg_M;max_M
2025-09-27;64;ttv;1278.00174667119;5495.670328028013
2025-09-28;64;ttv;1157.794893467517;4886.741146984903
2025-09-29;64;ttv;1263.6826508917652;6073.407863547657
2025-09-30;64;ttv;1339.8961413981594;5581.2427655092115
2025-10-01;64;ttv;1089.050755032592;3924.0037754006567
2025-10-02;64;ttv;1035.584345865531;6019.507129429186
2025-10-03;64;ttv;1343.942317881413;6843.756318466152
2025-10-04;64;ttv;1048.2175265060462;4757.452649157339
2025-10-05;64;ttv;2406.8884809848196;31763.161600359315
2025-10-06;64;ttv;1561.7203220620497;14369.140363930253
2025-10-07;64;ttv;1397.0672939471565;5917.817250021933
2025-10-08;64;ttv;1454.3225336268533;5678.878128265272
2025-10-09;64;ttv;2306.644011036462;14900.9605037432
2025-10-10;64;ttv;2080.345852785542;7740.950404791831
2025-10-11;64;ttv;1696.4149873569734;11596.418862121447
2025-10-12;64;ttv;1935.3814939411916;19503.438544170687
2025-10-13;64;ttv;1857.440485706693;21885.88104290494
2025-10-14;64;ttv;2658.9257301878956;24091.919633965786
2025-10-15;64;ttv;2206.904063207267;19315.35136722726
2025-10-16;64;ttv;1925.7484436483799;19509.738592237085
2025-10-17;64;ttv;1908.5926846110708;17401.57000989192
2025-10-18;64;ttv;950.8894995025644;6897.3463959568935
2025-10-19;64;ttv;2061.429063937543;30092.461026516623
2025-10-20;64;ttv;2008.4355740406268;18000.555246825297
2025-10-21;64;ttv;3638.9488958115667;38515.36000434076
2025-10-22;64;ttv;2173.6031589266163;19766.75709486696
2025-10-23;64;ttv;2475.3677592137524;51736.95299064316
2025-10-24;64;ttv;1442.0709559544612;8662.275786283326
2025-10-25;64;ttv;788.5199952455301;6778.452598084714
2025-10-26;64;ttv;1254.8715184177468;7816.851758061207
2025-10-27;64;ttv;1616.8037345873297;10426.787912917058
2025-10-28;64;ttv;1582.8509329789422;11550.603282661788
2025-10-29;64;ttv;1735.4946950649503;14752.23598384815
2025-10-30;64;ttv;3187.1846290366875;67062.89988092986
2025-10-31;64;ttv;2391.832272322584;34649.31788931806
2025-11-01;64;ttv;1471.4722986730878;9046.106973324513
2025-11-02;64;ttv;1326.046047182656;8293.912099037509
2025-11-03;64;ttv;2177.918880969033;17104.997172764368
2025-11-04;64;ttv;2278.5472141233518;22477.716244588162
2025-11-05;64;ttv;1661.9961889902509;9406.284476148545
2025-11-06;64;ttv;1361.299709725159;26295.130195104044
2025-11-07;64;ttv;1288.091217375361;17271.347302283073
2025-11-08;64;ttv;1003.4431249784628;4976.766223675109
2025-11-09;64;ttv;1923.3379768875243;27073.2313786059
2025-11-10;64;ttv;1618.1941907174132;24849.721521205065
2025-11-11;64;ttv;1536.003159026139;19782.433168744807
2025-11-12;64;ttv;1724.5089704296736;20397.560392682517
2025-11-13;64;ttv;2751.801067821332;19363.415005726798
2025-11-14;64;ttv;2214.8068914570895;13359.426539737575
2025-11-15;64;ttv;2284.037310292641;15099.378623631414
2025-11-16;64;ttv;3179.31783557877;27209.524672491774
2025-11-17;64;ttv;2403.687973061728;15071.33596828725
